holdet_person_id,holdet_rider_name,pcs_rider_id,pcs_rider_name,season,result_date,race_name,result_label,result_scope,grand_tour_slug,race_class,rank_position,raw_result,kms,pcs_points,uci_points,vertical_meters,source_url,fetched_at
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-04-16,O Gran Camiño - The Historical Route,Stage 3,SEASON_RACE,,2.1,5,5,169.0,4.00,,2695,https://www.procyclingstats.com/race/gran-camino/2026/stage-3,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-04-15,O Gran Camiño - The Historical Route,Stage 2,SEASON_RACE,,2.1,29,29,148.6,,,1681,https://www.procyclingstats.com/race/gran-camino/2026/stage-2,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-04-14,O Gran Camiño - The Historical Route,Stage 1 (ITT),SEASON_RACE,,2.1,6,6,15.0,3.00,,235,https://www.procyclingstats.com/race/gran-camino/2026/stage-1,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-22,UAE Tour,General classification,SEASON_RACE,,2.UWT,15,15,,40.00,35.00,,https://www.procyclingstats.com/race/uae-tour/2026/gc,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-22,UAE Tour,Stage 7,SEASON_RACE,,2.UWT,50,50,149.0,,,587,https://www.procyclingstats.com/race/uae-tour/2026/stage-7,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-21,UAE Tour,Stage 6,SEASON_RACE,,2.UWT,22,22,168.0,,,1646,https://www.procyclingstats.com/race/uae-tour/2026/stage-6,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-20,UAE Tour,Stage 5,SEASON_RACE,,2.UWT,40,40,168.0,,,867,https://www.procyclingstats.com/race/uae-tour/2026/stage-5,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-19,UAE Tour,Stage 4,SEASON_RACE,,2.UWT,58,58,182.0,,,2360,https://www.procyclingstats.com/race/uae-tour/2026/stage-4,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-18,UAE Tour,Stage 3,SEASON_RACE,,2.UWT,13,13,183.0,,,2617,https://www.procyclingstats.com/race/uae-tour/2026/stage-3,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-17,UAE Tour,Stage 2 (ITT),SEASON_RACE,,2.UWT,62,62,12.2,,,101,https://www.procyclingstats.com/race/uae-tour/2026/stage-2,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-16,UAE Tour,Stage 1,SEASON_RACE,,2.UWT,28,28,118.0,,,1018,https://www.procyclingstats.com/race/uae-tour/2026/stage-1,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-11,Tour of Oman,General classification,SEASON_RACE,,2.Pro,3,3,,90.00,140.00,,https://www.procyclingstats.com/race/tour-of-oman/2026/gc,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-11,Tour of Oman,Points classification,SEASON_RACE,,2.Pro,20,20,,,,,https://www.procyclingstats.com/race/tour-of-oman/2026/points,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-11,Tour of Oman,Stage 5,SEASON_RACE,,2.Pro,4,4,155.9,7.00,5.00,1369,https://www.procyclingstats.com/race/tour-of-oman/2026/stage-5,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-10,Tour of Oman,Stage 4,SEASON_RACE,,2.Pro,39,39,146.8,,,161,https://www.procyclingstats.com/race/tour-of-oman/2026/stage-4,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-09,Tour of Oman,Stage 3,SEASON_RACE,,2.Pro,12,12,191.3,,,1606,https://www.procyclingstats.com/race/tour-of-oman/2026/stage-3,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-08,Tour of Oman,Stage 2,SEASON_RACE,,2.Pro,38,38,191.4,,,1493,https://www.procyclingstats.com/race/tour-of-oman/2026/stage-2,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-07,Tour of Oman,Stage 1,SEASON_RACE,,2.Pro,66,66,170.9,,,1694,https://www.procyclingstats.com/race/tour-of-oman/2026/stage-1,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-06,Muscat Classic,Muscat Classic,SEASON_RACE,,1.Pro,2,2,176.2,85.00,170.00,1887,https://www.procyclingstats.com/race/muscat-classic/2026/result,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-02-01,Mapei Cadel Evans Great Ocean Road Race - Men,Mapei Cadel Evans Great Ocean Road Race - Men,SEASON_RACE,,1.UWT,19,19,182.3,16.00,24.00,1642,https://www.procyclingstats.com/race/great-ocean-road-race/2026/result,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-01-25,Santos Tour Down Under,General classification,SEASON_RACE,,2.UWT,23,23,,14.00,20.00,,https://www.procyclingstats.com/race/tour-down-under/2026/gc,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-01-25,Santos Tour Down Under,Points classification,SEASON_RACE,,2.UWT,28,28,,,,,https://www.procyclingstats.com/race/tour-down-under/2026/points,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-01-25,Santos Tour Down Under,Stage 5,SEASON_RACE,,2.UWT,48,48,169.8,,,2992,https://www.procyclingstats.com/race/tour-down-under/2026/stage-5,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-01-24,Santos Tour Down Under,Stage 4,SEASON_RACE,,2.UWT,56,56,130.8,,,1458,https://www.procyclingstats.com/race/tour-down-under/2026/stage-4,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-01-23,Santos Tour Down Under,Stage 3,SEASON_RACE,,2.UWT,95,95,140.8,,,1870,https://www.procyclingstats.com/race/tour-down-under/2026/stage-3,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-01-22,Santos Tour Down Under,Stage 2,SEASON_RACE,,2.UWT,7,7,148.1,4.00,10.00,2787,https://www.procyclingstats.com/race/tour-down-under/2026/stage-2,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-01-21,Santos Tour Down Under,Stage 1,SEASON_RACE,,2.UWT,69,69,120.6,,,1107,https://www.procyclingstats.com/race/tour-down-under/2026/stage-1,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2026,2026-01-20,Santos Tour Down Under,Prologue,SEASON_RACE,,2.UWT,78,78,3.6,,,14,https://www.procyclingstats.com/race/tour-down-under/2026/prologue,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-27,Tour de France,General classification,GRAND_TOUR_GC,tour-de-france,2.UWT,24,24,,80.00,50.00,,https://www.procyclingstats.com/race/tour-de-france/2025/gc,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-27,Tour de France,Mountains classification,GRAND_TOUR_KOM,tour-de-france,2.UWT,34,34,,,,,https://www.procyclingstats.com/race/tour-de-france/2025/kom,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-27,Tour de France,Points classification,GRAND_TOUR_POINTS,tour-de-france,2.UWT,79,79,,,,,https://www.procyclingstats.com/race/tour-de-france/2025/points,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-27,Tour de France,Stage 21,GRAND_TOUR_STAGE,tour-de-france,2.UWT,85,85,132.3,,,1129,https://www.procyclingstats.com/race/tour-de-france/2025/stage-21,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-26,Tour de France,Stage 20,GRAND_TOUR_STAGE,tour-de-france,2.UWT,102,102,184.2,,,2916,https://www.procyclingstats.com/race/tour-de-france/2025/stage-20,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-25,Tour de France,Stage 19,GRAND_TOUR_STAGE,tour-de-france,2.UWT,30,30,93.1,,,3431,https://www.procyclingstats.com/race/tour-de-france/2025/stage-19,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-24,Tour de France,Stage 18,GRAND_TOUR_STAGE,tour-de-france,2.UWT,8,8,171.5,18.00,40.00,5642,https://www.procyclingstats.com/race/tour-de-france/2025/stage-18,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-23,Tour de France,Stage 17,GRAND_TOUR_STAGE,tour-de-france,2.UWT,136,136,160.4,,,1660,https://www.procyclingstats.com/race/tour-de-france/2025/stage-17,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-22,Tour de France,Stage 16,GRAND_TOUR_STAGE,tour-de-france,2.UWT,18,18,171.5,,,2929,https://www.procyclingstats.com/race/tour-de-france/2025/stage-16,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-20,Tour de France,Stage 15,GRAND_TOUR_STAGE,tour-de-france,2.UWT,144,144,169.3,,,2305,https://www.procyclingstats.com/race/tour-de-france/2025/stage-15,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-19,Tour de France,Stage 14,GRAND_TOUR_STAGE,tour-de-france,2.UWT,14,14,182.6,2.00,10.00,5020,https://www.procyclingstats.com/race/tour-de-france/2025/stage-14,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-18,Tour de France,Stage 13 (ITT),GRAND_TOUR_STAGE,tour-de-france,2.UWT,8,8,10.9,18.00,40.00,645,https://www.procyclingstats.com/race/tour-de-france/2025/stage-13,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-17,Tour de France,Stage 12,GRAND_TOUR_STAGE,tour-de-france,2.UWT,23,23,180.6,,,3794,https://www.procyclingstats.com/race/tour-de-france/2025/stage-12,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-16,Tour de France,Stage 11,GRAND_TOUR_STAGE,tour-de-france,2.UWT,42,42,156.8,,,1567,https://www.procyclingstats.com/race/tour-de-france/2025/stage-11,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-14,Tour de France,Stage 10,GRAND_TOUR_STAGE,tour-de-france,2.UWT,24,24,165.3,,,4307,https://www.procyclingstats.com/race/tour-de-france/2025/stage-10,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-13,Tour de France,Stage 9,GRAND_TOUR_STAGE,tour-de-france,2.UWT,147,147,174.1,,,1019,https://www.procyclingstats.com/race/tour-de-france/2025/stage-9,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-12,Tour de France,Stage 8,GRAND_TOUR_STAGE,tour-de-france,2.UWT,86,86,171.4,,,1257,https://www.procyclingstats.com/race/tour-de-france/2025/stage-8,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-11,Tour de France,Stage 7,GRAND_TOUR_STAGE,tour-de-france,2.UWT,27,27,197.0,,,2096,https://www.procyclingstats.com/race/tour-de-france/2025/stage-7,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-10,Tour de France,Stage 6,GRAND_TOUR_STAGE,tour-de-france,2.UWT,53,53,201.5,,,3309,https://www.procyclingstats.com/race/tour-de-france/2025/stage-6,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-09,Tour de France,Stage 5 (ITT),GRAND_TOUR_STAGE,tour-de-france,2.UWT,101,101,33.0,,,191,https://www.procyclingstats.com/race/tour-de-france/2025/stage-5,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-08,Tour de France,Stage 4,GRAND_TOUR_STAGE,tour-de-france,2.UWT,77,77,174.2,,,1745,https://www.procyclingstats.com/race/tour-de-france/2025/stage-4,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-07,Tour de France,Stage 3,GRAND_TOUR_STAGE,tour-de-france,2.UWT,123,123,178.3,,,792,https://www.procyclingstats.com/race/tour-de-france/2025/stage-3,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-06,Tour de France,Stage 2,GRAND_TOUR_STAGE,tour-de-france,2.UWT,96,96,209.1,,,1953,https://www.procyclingstats.com/race/tour-de-france/2025/stage-2,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-07-05,Tour de France,Stage 1,GRAND_TOUR_STAGE,tour-de-france,2.UWT,156,156,184.9,,,1065,https://www.procyclingstats.com/race/tour-de-france/2025/stage-1,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-06-01,Giro d'Italia,General Classification,GRAND_TOUR_GC,giro-d-italia,2.UWT,12,12,,130.00,130.00,,https://www.procyclingstats.com/race/giro-d-italia/2025/gc,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-06-01,Giro d'Italia,Mountains classification,GRAND_TOUR_KOM,giro-d-italia,2.UWT,75,75,,,,,https://www.procyclingstats.com/race/giro-d-italia/2025/kom,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-06-01,Giro d'Italia,Points classification,GRAND_TOUR_POINTS,giro-d-italia,2.UWT,110,110,,,,,https://www.procyclingstats.com/race/giro-d-italia/2025/points,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-06-01,Giro d'Italia,Stage 21,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,88,88,143.0,,,1604,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-21,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-31,Giro d'Italia,Stage 20,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,20,20,205.0,,,4399,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-20,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-30,Giro d'Italia,Stage 19,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,18,18,166.0,,,4908,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-19,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-29,Giro d'Italia,Stage 18,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,131,131,144.0,,,1669,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-18,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-28,Giro d'Italia,Stage 17,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,22,22,155.0,,,3813,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-17,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-27,Giro d'Italia,Stage 16,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,14,14,203.0,2.00,5.00,4737,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-16,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-25,Giro d'Italia,Stage 15,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,27,27,219.0,,,3865,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-15,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-24,Giro d'Italia,Stage 14,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,58,58,195.0,,,987,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-14,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-23,Giro d'Italia,Stage 13,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,27,27,180.0,,,1561,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-13,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-22,Giro d'Italia,Stage 12,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,90,90,172.0,,,1666,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-12,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-21,Giro d'Italia,Stage 11,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,22,22,186.0,,,3812,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-11,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-20,Giro d'Italia,Stage 10 (ITT),GRAND_TOUR_STAGE,giro-d-italia,2.UWT,41,41,28.6,,,125,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-10,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-18,Giro d'Italia,Stage 9,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,10,10,181.0,6.00,25.00,2346,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-9,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-17,Giro d'Italia,Stage 8,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,28,28,197.0,,,3792,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-8,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-16,Giro d'Italia,Stage 7,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,14,14,168.0,2.00,5.00,3390,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-7,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-15,Giro d'Italia,Stage 6,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,82,82,227.0,,,2496,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-6,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-14,Giro d'Italia,Stage 5,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,40,40,151.0,,,1487,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-5,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-13,Giro d'Italia,Stage 4,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,72,72,189.0,,,730,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-4,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-11,Giro d'Italia,Stage 3,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,64,64,160.0,,,2921,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-3,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-10,Giro d'Italia,Stage 2 (ITT),GRAND_TOUR_STAGE,giro-d-italia,2.UWT,28,28,13.7,,,141,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-2,2026-04-17 10:34:27.426306+00
2638,Adam Yates,adam-yates,Adam Yates,2025,2025-05-09,Giro d'Italia,Stage 1,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,26,26,160.0,,,1876,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-1,2026-04-17 10:34:27.426306+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-03-29,Volta Ciclista a Catalunya,General classification,SEASON_RACE,,2.UWT,46,46,,5.00,8.00,,https://www.procyclingstats.com/race/volta-a-catalunya/2026/gc,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-03-29,Volta Ciclista a Catalunya,Stage 7,SEASON_RACE,,2.UWT,81,81,95.1,,,1617,https://www.procyclingstats.com/race/volta-a-catalunya/2026/stage-7,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-03-28,Volta Ciclista a Catalunya,Stage 6,SEASON_RACE,,2.UWT,9,9,158.2,2.00,3.00,3895,https://www.procyclingstats.com/race/volta-a-catalunya/2026/stage-6,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-03-27,Volta Ciclista a Catalunya,Stage 5,SEASON_RACE,,2.UWT,47,47,153.1,,,4390,https://www.procyclingstats.com/race/volta-a-catalunya/2026/stage-5,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-03-26,Volta Ciclista a Catalunya,Stage 4,SEASON_RACE,,2.UWT,143,143,151.0,,,2844,https://www.procyclingstats.com/race/volta-a-catalunya/2026/stage-4,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-03-25,Volta Ciclista a Catalunya,Stage 3,SEASON_RACE,,2.UWT,153,153,159.4,,,2279,https://www.procyclingstats.com/race/volta-a-catalunya/2026/stage-3,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-03-24,Volta Ciclista a Catalunya,Stage 2,SEASON_RACE,,2.UWT,92,92,167.4,,,1898,https://www.procyclingstats.com/race/volta-a-catalunya/2026/stage-2,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-03-23,Volta Ciclista a Catalunya,Stage 1,SEASON_RACE,,2.UWT,65,65,172.8,,,2150,https://www.procyclingstats.com/race/volta-a-catalunya/2026/stage-1,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-03-07,Strade Bianche,Strade Bianche,SEASON_RACE,,1.UWT,27,27,203.0,8.00,20.00,3567,https://www.procyclingstats.com/race/strade-bianche/2026/result,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-02-22,UAE Tour,General classification,SEASON_RACE,,2.UWT,55,55,,5.00,5.00,,https://www.procyclingstats.com/race/uae-tour/2026/gc,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-02-22,UAE Tour,Stage 7,SEASON_RACE,,2.UWT,126,126,149.0,,,587,https://www.procyclingstats.com/race/uae-tour/2026/stage-7,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-02-22,UAE Tour,Youth classification,SEASON_RACE,,2.UWT,19,19,,,,,https://www.procyclingstats.com/race/uae-tour/2026/youth,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-02-21,UAE Tour,Stage 6,SEASON_RACE,,2.UWT,102,102,168.0,,,1646,https://www.procyclingstats.com/race/uae-tour/2026/stage-6,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-02-20,UAE Tour,Stage 5,SEASON_RACE,,2.UWT,23,23,168.0,,,867,https://www.procyclingstats.com/race/uae-tour/2026/stage-5,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-02-19,UAE Tour,Stage 4,SEASON_RACE,,2.UWT,72,72,182.0,,,2360,https://www.procyclingstats.com/race/uae-tour/2026/stage-4,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-02-18,UAE Tour,Stage 3,SEASON_RACE,,2.UWT,29,29,183.0,,,2617,https://www.procyclingstats.com/race/uae-tour/2026/stage-3,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-02-17,UAE Tour,Stage 2 (ITT),SEASON_RACE,,2.UWT,122,122,12.2,,,101,https://www.procyclingstats.com/race/uae-tour/2026/stage-2,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-02-16,UAE Tour,Stage 1,SEASON_RACE,,2.UWT,13,13,118.0,,,1018,https://www.procyclingstats.com/race/uae-tour/2026/stage-1,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-01-31,AlUla Tour,General classification,SEASON_RACE,,2.Pro,5,5,,70.00,100.00,,https://www.procyclingstats.com/race/alula-tour/2026/gc,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-01-31,AlUla Tour,Points classification,SEASON_RACE,,2.Pro,9,9,,,,,https://www.procyclingstats.com/race/alula-tour/2026/points,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-01-31,AlUla Tour,Stage 5,SEASON_RACE,,2.Pro,19,19,163.9,,,1131,https://www.procyclingstats.com/race/alula-tour/2026/stage-5,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-01-31,AlUla Tour,Youth classification,SEASON_RACE,,2.Pro,3,3,,,,,https://www.procyclingstats.com/race/alula-tour/2026/youth,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-01-30,AlUla Tour,Stage 4,SEASON_RACE,,2.Pro,40,40,173.4,,,883,https://www.procyclingstats.com/race/alula-tour/2026/stage-4,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-01-29,AlUla Tour,Stage 3,SEASON_RACE,,2.Pro,2,2,142.1,18.00,15.00,1273,https://www.procyclingstats.com/race/alula-tour/2026/stage-3,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-01-28,AlUla Tour,Stage 2,SEASON_RACE,,2.Pro,22,22,152.0,,,685,https://www.procyclingstats.com/race/alula-tour/2026/stage-2,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2026,2026-01-27,AlUla Tour,Stage 1,SEASON_RACE,,2.Pro,19,19,158.0,,,779,https://www.procyclingstats.com/race/alula-tour/2026/stage-1,2026-04-17 10:34:43.441305+00
46805,Afonso Eulálio,afonso-eulalio,Eulálio Afonso,2025,2025-05-30,Giro d'Italia,Stage 19,GRAND_TOUR_STAGE,giro-d-italia,2.UWT,,DNF,166.0,,,4908,https://www.procyclingstats.com/race/giro-d-italia/2025/stage-19,2026-04-17 10:34:43.441305+00
